0,0
0.05,0.22314
0.1,0.2231
0.15,0.22306
0.2,0.22306
0.25,0.22308
0.3,0.22309
0.35,0.22308
0.4,0.22305
0.45,0.22302
0.5,0.223
0.55,0.223
0.6,0.22301
0.65,0.22301
0.7,0.22303
0.75,0.22306
0.8,0.22308
0.85,0.2231
0.9,0.2231
0.95,0.22309
1,0.22307
1.05,0.22306
1.1,0.22306
1.15,0.22307
1.2,0.22309
1.25,0.2231
1.3,0.22312
1.35,0.22314
1.4,0.22316
1.45,0.22317
1.5,0.22317
1.55,0.22316
1.6,0.22314
1.65,0.22312
1.7,0.22311
1.75,0.22311
1.8,0.22312
1.85,0.22312
1.9,0.22312
1.95,0.22313
2,0.22314
2.05,0.22314
2.1,0.22314
2.15,0.22314
2.2,0.22312
2.25,0.2231
2.3,0.22308
2.35,0.22306
2.4,0.22305
2.45,0.22305
2.5,0.22305
2.55,0.22305
2.6,0.22305
2.65,0.22306
2.7,0.22306
2.75,0.22307
2.8,0.22307
2.85,0.22306
2.9,0.22305
2.95,0.22304
3,0.22303
3.05,0.22302
3.1,0.22302
3.15,0.22302
3.2,0.22303
3.25,0.22303
3.3,0.22304
3.35,0.22305
3.4,0.22306
3.45,0.22307
3.5,0.22308
3.55,0.22309
3.6,0.22309
3.65,0.22308
3.7,0.22308
3.75,0.22307
3.8,0.22307
3.85,0.22308
3.9,0.22309
3.95,0.2231
4,0.22311
4.05,0.22312
4.1,0.22312
4.15,0.22313
4.2,0.22314
4.25,0.22315
4.3,0.22315
4.35,0.22315
4.4,0.22314
4.45,0.22313
4.5,0.22313
4.55,0.22313
4.6,0.22313
4.65,0.22313
4.7,0.22313
4.75,0.22313
4.8,0.22313
4.85,0.22314
4.9,0.22314
4.95,0.22314
5,0.22314
5.05,0.22313
5.1,0.22312
5.15,0.22311
5.2,0.2231
5.25,0.22309
5.3,0.22309
5.35,0.22308
5.4,0.22308
5.45,0.22308
5.5,0.22307
5.55,0.22307
5.6,0.22307
5.65,0.22307
5.7,0.22307
5.75,0.22307
5.8,0.22307
5.85,0.22306
5.9,0.22306
5.95,0.22305
6,0.22304
6.05,0.22304
6.1,0.22303
6.15,0.22303
6.2,0.22303
6.25,0.22304
6.3,0.22304
6.35,0.22304
6.4,0.22305
6.45,0.22305
6.5,0.22305
6.55,0.22305
6.6,0.22306
6.65,0.22306
6.7,0.22305
6.75,0.22305
6.8,0.22305
6.85,0.22305
6.9,0.22306
6.95,0.22306
7,0.22306
7.05,0.22199
7.1,0.22299
7.15,0.22329
7.2,0.22333
7.25,0.22329
7.3,0.22324
7.35,0.2232
7.4,0.22316
7.45,0.22313
7.5,0.22312
7.55,0.22311
7.6,0.2231
7.65,0.2231
7.7,0.2231
7.75,0.2231
7.8,0.2231
7.85,0.2231
7.9,0.22311
7.95,0.22311
8,0.22311
8.05,0.22312
8.1,0.22312
8.15,0.22312
8.2,0.22312
8.25,0.22311
8.3,0.22311
8.35,0.22311
8.4,0.22311
8.45,0.2231
8.5,0.2231
8.55,0.2231
8.6,0.2231
8.65,0.2231
8.7,0.2231
8.75,0.22309
8.8,0.22309
8.85,0.22309
8.9,0.22309
8.95,0.22308
9,0.22308
9.05,0.22307
9.1,0.22306
9.15,0.22306
9.2,0.22305
9.25,0.22305
9.3,0.22304
9.35,0.22304
9.4,0.22304
9.45,0.22303
9.5,0.22303
9.55,0.22303
9.6,0.22303
9.65,0.22302
9.7,0.22302
9.75,0.22302
9.8,0.22301
9.85,0.22301
9.9,0.22301
9.95,0.22301
10,0.223
10.05,0.10164
10.1,0.02626
10.15,0.0066012
10.2,0.0016601
10.25,0.00042499
10.3,0.00011715
10.35,3.9771e-05
10.4,1.9522e-05
10.45,1.4131e-05
10.5,1.3252e-05
10.55,1.4191e-05
10.6,1.588e-05
10.65,1.7768e-05
10.7,1.9598e-05
10.75,2.1271e-05
10.8,2.2693e-05
10.85,2.3646e-05
10.9,2.3777e-05
10.95,2.2712e-05
11,2.0292e-05
11.05,0.0054202
11.1,0.0020605
11.15,0.00048955
11.2,9.5935e-05
11.25,-7.4705e-07
11.3,-2.2898e-05
11.35,-2.6962e-05
11.4,-2.6272e-05
11.45,-2.4071e-05
11.5,-2.1531e-05
11.55,-1.9518e-05
11.6,-1.8852e-05
11.65,-2.0097e-05
11.7,-2.3038e-05
11.75,-2.6881e-05
11.8,-3.0398e-05
11.85,-3.249e-05
11.9,-3.251e-05
11.95,-3.059e-05
12,-2.7091e-05
12.05,-2.2869e-05
12.1,-1.8374e-05
12.15,-1.3829e-05
12.2,-9.2142e-06
12.25,-4.6365e-06
12.3,-4.1277e-07
12.35,2.9628e-06
12.4,4.9782e-06
12.45,5.395e-06
12.5,4.4719e-06
12.55,2.9303e-06
12.6,1.649e-06
12.65,1.4054e-06
12.7,2.5569e-06
12.75,5.0536e-06
12.8,8.3963e-06
12.85,1.2206e-05
12.9,1.6111e-05
12.95,1.9937e-05
13,2.3606e-05
13.05,2.6982e-05
13.1,2.9777e-05
13.15,3.1535e-05
13.2,3.213e-05
13.25,3.134e-05
13.3,2.9492e-05
13.35,2.7106e-05
13.4,2.4847e-05
13.45,2.3237e-05
13.5,2.2512e-05
13.55,2.2648e-05
13.6,2.3277e-05
13.65,2.4228e-05
13.7,2.5177e-05
13.75,2.6018e-05
13.8,2.6626e-05
13.85,2.6851e-05
13.9,2.6435e-05
13.95,2.5172e-05
14,2.2895e-05
14.05,1.9615e-05
14.1,1.56e-05
14.15,1.1303e-05
14.2,7.2145e-06
14.25,3.7082e-06
14.3,9.7589e-07
14.35,-1.0187e-06
14.4,-2.4146e-06
14.45,-3.415e-06
14.5,-4.1963e-06
14.55,-4.8961e-06
14.6,-5.6411e-06
14.65,-6.5836e-06
14.7,-7.8951e-06
14.75,-9.7465e-06
14.8,-1.2254e-05
14.85,-1.5286e-05
14.9,-1.8613e-05
14.95,-2.189e-05
15,-2.4751e-05
15.05,-2.6922e-05
