0,0,-0,0,0,-0
0.05,-0.00040811,-0.00012148,0.22314,-2.7791e-06,2.4882
0.1,-0.00067307,-0.00012146,0.2231,-3.0938e-06,4.1166
0.15,-0.00075417,-0.00012006,0.22306,-3.2161e-06,5.1573
0.2,-0.00063712,-0.00011729,0.22306,-3.1651e-06,5.8266
0.25,-0.00039314,-0.00011293,0.22308,-2.9634e-06,6.2541
0.3,-0.00014156,-0.00010756,0.22309,-2.7449e-06,6.5199
0.35,1.2742e-05,-0.00010245,0.22308,-2.5945e-06,6.682
0.4,1.6323e-05,-9.8066e-05,0.22305,-2.5625e-06,6.7841
0.45,-0.00012721,-9.4059e-05,0.22302,-2.6047e-06,6.8536
0.5,-0.00036248,-8.9666e-05,0.223,-2.6367e-06,6.902
0.55,-0.00060082,-8.4781e-05,0.223,-2.6064e-06,6.9322
0.6,-0.00075592,-7.9941e-05,0.22301,-2.5081e-06,6.9476
0.65,-0.00077447,-7.5675e-05,0.22301,-2.378e-06,6.9554
0.7,-0.00064573,-7.2e-05,0.22303,-2.2202e-06,6.9625
0.75,-0.00039852,-6.8471e-05,0.22306,-2.028e-06,6.9709
0.8,-9.1393e-05,-6.4695e-05,0.22308,-1.7975e-06,6.978
0.85,0.00020549,-6.0702e-05,0.2231,-1.577e-06,6.9807
0.9,0.00043365,-5.6871e-05,0.2231,-1.4e-06,6.9793
0.95,0.00056092,-5.348e-05,0.22309,-1.2934e-06,6.9771
1,0.00058428,-5.0494e-05,0.22307,-1.2408e-06,6.9771
1.05,0.00052629,-4.7581e-05,0.22306,-1.2202e-06,6.9796
1.1,0.00042752,-4.451e-05,0.22306,-1.1823e-06,6.9823
1.15,0.00033428,-4.132e-05,0.22307,-1.1286e-06,6.9828
1.2,0.0002852,-3.83e-05,0.22309,-1.0446e-06,6.981
1.25,0.00030143,-3.5643e-05,0.2231,-9.4607e-07,6.9789
1.3,0.00038381,-3.3375e-05,0.22312,-8.227e-07,6.9786
1.35,0.00051467,-3.1202e-05,0.22314,-7.0589e-07,6.9802
1.4,0.00066305,-2.8953e-05,0.22316,-5.9011e-07,6.9822
1.45,0.00079325,-2.6708e-05,0.22317,-4.6231e-07,6.9828
1.5,0.00087453,-2.4546e-05,0.22317,-3.6455e-07,6.9813
1.55,0.00088855,-2.2649e-05,0.22316,-3.0339e-07,6.9787
1.6,0.00083189,-2.1058e-05,0.22314,-2.798e-07,6.9767
1.65,0.00071526,-1.9656e-05,0.22312,-2.8898e-07,6.9761
1.7,0.00056032,-1.8308e-05,0.22311,-3.0461e-07,6.9764
1.75,0.00039441,-1.694e-05,0.22311,-3.2353e-07,6.9765
1.8,0.00024408,-1.5589e-05,0.22312,-3.2531e-07,6.9754
1.85,0.00012918,-1.4396e-05,0.22312,-3.1908e-07,6.9737
1.9,5.9344e-05,-1.3417e-05,0.22312,-3.0736e-07,6.9724
1.95,3.3183e-05,-1.2627e-05,0.22313,-2.8891e-07,6.9724
2,3.9846e-05,-1.1913e-05,0.22314,-2.634e-07,6.9736
2.05,6.2106e-05,-1.1192e-05,0.22314,-2.2996e-07,6.9751
2.1,8.0639e-05,-1.0422e-05,0.22314,-2.0651e-07,6.976
2.15,7.8607e-05,-9.6894e-06,0.22314,-1.9108e-07,6.9759
2.2,4.5372e-05,-9.0813e-06,0.22312,-1.9359e-07,6.975
2.25,-2.1765e-05,-8.6105e-06,0.2231,-2.1842e-07,6.9743
2.3,-0.00011753,-8.2601e-06,0.22308,-2.6343e-07,6.9744
2.35,-0.0002301,-7.9e-06,0.22306,-3.1021e-07,6.9752
2.4,-0.00034373,-7.518e-06,0.22305,-3.5798e-07,6.9761
2.45,-0.00044223,-7.0983e-06,0.22305,-3.9711e-07,6.9764
2.5,-0.00051233,-6.6896e-06,0.22305,-4.2525e-07,6.9762
2.55,-0.0005462,-6.3587e-06,0.22305,-4.4331e-07,6.9757
2.6,-0.00054259,-6.11e-06,0.22305,-4.5191e-07,6.9755
2.65,-0.00050652,-5.9078e-06,0.22306,-4.4803e-07,6.9759
2.7,-0.00044781,-5.7306e-06,0.22306,-4.3948e-07,6.9766
2.75,-0.00037898,-5.5033e-06,0.22307,-4.2654e-07,6.9771
2.8,-0.00031274,-5.2436e-06,0.22307,-4.0798e-07,6.977
2.85,-0.00025944,-5.0047e-06,0.22306,-3.9799e-07,6.9763
2.9,-0.00022531,-4.8126e-06,0.22305,-3.9718e-07,6.9752
2.95,-0.00021164,-4.7032e-06,0.22304,-4.0306e-07,6.9744
3,-0.00021504,-4.6303e-06,0.22303,-4.1827e-07,6.9741
3.05,-0.00022837,-4.5624e-06,0.22302,-4.3494e-07,6.9741
3.1,-0.00024251,-4.4408e-06,0.22302,-4.4604e-07,6.9743
3.15,-0.00024826,-4.3041e-06,0.22302,-4.5312e-07,6.9743
3.2,-0.00023829,-4.1599e-06,0.22303,-4.4801e-07,6.9739
3.25,-0.00020845,-4.0724e-06,0.22303,-4.322e-07,6.9734
3.3,-0.00015842,-4.0264e-06,0.22304,-4.1103e-07,6.9731
3.35,-9.1631e-05,-4.0171e-06,0.22305,-3.8265e-07,6.9732
3.4,-1.4494e-05,-4.0104e-06,0.22306,-3.4911e-07,6.9736
3.45,6.4849e-05,-3.9843e-06,0.22307,-3.0988e-07,6.9741
3.5,0.000138,-3.9339e-06,0.22308,-2.6909e-07,6.9744
3.55,0.00019784,-3.8689e-06,0.22309,-2.3325e-07,6.9744
3.6,0.00023969,-3.8235e-06,0.22309,-2.0307e-07,6.9742
3.65,0.00026199,-3.8109e-06,0.22308,-1.7929e-07,6.974
3.7,0.00026623,-3.8225e-06,0.22308,-1.6143e-07,6.9742
3.75,0.00025656,-3.8341e-06,0.22307,-1.4719e-07,6.9746
3.8,0.0002388,-3.8248e-06,0.22307,-1.3316e-07,6.9751
3.85,0.00021934,-3.788e-06,0.22308,-1.1715e-07,6.9755
3.9,0.00020395,-3.7374e-06,0.22309,-9.7051e-08,6.9757
3.95,0.00019675,-3.6949e-06,0.2231,-7.2734e-08,6.9756
4,0.0001996,-3.6695e-06,0.22311,-4.5572e-08,6.9756
4.05,0.00021191,-3.687e-06,0.22312,-1.0747e-08,6.9757
4.1,0.00023093,-3.6853e-06,0.22312,1.6926e-08,6.976
4.15,0.00025233,-3.6902e-06,0.22313,5.217e-08,6.9764
4.2,0.00027104,-3.6577e-06,0.22314,8.2899e-08,6.9767
4.25,0.0002823,-3.6153e-06,0.22315,1.132e-07,6.9768
4.3,0.00028242,-3.5694e-06,0.22315,1.3888e-07,6.9766
4.35,0.0002695,-3.526e-06,0.22315,1.5722e-07,6.9763
4.4,0.0002436,-3.5164e-06,0.22314,1.7079e-07,6.9759
4.45,0.00020675,-3.486e-06,0.22313,1.7082e-07,6.9757
4.5,0.00016247,-3.4906e-06,0.22313,1.7487e-07,6.9755
4.55,0.00011519,-3.4844e-06,0.22313,1.79e-07,6.9754
4.6,6.9502e-05,-3.4534e-06,0.22313,1.7833e-07,6.9751
4.65,2.9368e-05,-3.4177e-06,0.22313,1.7736e-07,6.9748
4.7,-2.4115e-06,-3.3919e-06,0.22313,1.7737e-07,6.9743
4.75,-2.4623e-05,-3.3855e-06,0.22313,1.7928e-07,6.974
4.8,-3.7666e-05,-3.3924e-06,0.22313,1.8096e-07,6.9737
4.85,-4.3388e-05,-3.4101e-06,0.22314,1.8509e-07,6.9737
4.9,-4.4636e-05,-3.4197e-06,0.22314,1.8686e-07,6.9737
4.95,-4.4708e-05,-3.4106e-06,0.22314,1.8473e-07,6.9738
5,-4.6784e-05,-3.3954e-06,0.22314,1.8435e-07,6.9738
5.05,-5.3318e-05,-3.3782e-06,0.22313,1.7665e-07,6.9737
5.1,-6.5681e-05,-3.3822e-06,0.22312,1.6743e-07,6.9735
5.15,-8.3969e-05,-3.3836e-06,0.22311,1.5107e-07,6.9733
5.2,-0.00010701,-3.4009e-06,0.2231,1.3052e-07,6.9732
5.25,-0.00013264,-3.4258e-06,0.22309,1.1209e-07,6.9733
5.3,-0.00015807,-3.4404e-06,0.22309,8.96e-08,6.9734
5.35,-0.0001804,-3.4367e-06,0.22308,6.7889e-08,6.9735
5.4,-0.00019702,-3.436e-06,0.22308,4.6624e-08,6.9735
5.45,-0.00020614,-3.4287e-06,0.22308,2.6676e-08,6.9736
5.5,-0.00020696,-3.4252e-06,0.22307,9.0832e-09,6.9736
5.55,-0.00019978,-3.4319e-06,0.22307,-6.5272e-09,6.9737
5.6,-0.00018593,-3.4368e-06,0.22307,-1.9979e-08,6.9739
5.65,-0.00016748,-3.4486e-06,0.22307,-3.2829e-08,6.9741
5.7,-0.0001469,-3.4445e-06,0.22307,-4.4005e-08,6.9744
5.75,-0.00012668,-3.432e-06,0.22307,-5.5175e-08,6.9745
5.8,-0.00010892,-3.4171e-06,0.22307,-6.6829e-08,6.9745
5.85,-9.5053e-05,-3.4056e-06,0.22306,-7.9571e-08,6.9745
5.9,-8.5641e-05,-3.3983e-06,0.22306,-9.3725e-08,6.9744
5.95,-8.0369e-05,-3.3971e-06,0.22305,-1.0915e-07,6.9744
6,-7.8152e-05,-3.3958e-06,0.22304,-1.2509e-07,6.9744
6.05,-7.7366e-05,-3.3894e-06,0.22304,-1.4061e-07,6.9744
6.1,-7.6161e-05,-3.3786e-06,0.22303,-1.5477e-07,6.9744
6.15,-7.2772e-05,-3.3597e-06,0.22303,-1.6709e-07,6.9744
6.2,-6.5829e-05,-3.3382e-06,0.22303,-1.7657e-07,6.9743
6.25,-5.4579e-05,-3.3213e-06,0.22304,-1.8315e-07,6.9741
6.3,-3.8985e-05,-3.3101e-06,0.22304,-1.8726e-07,6.974
6.35,-1.9722e-05,-3.3045e-06,0.22304,-1.8852e-07,6.9739
6.4,1.943e-06,-3.3013e-06,0.22305,-1.8757e-07,6.9739
6.45,2.4361e-05,-3.2961e-06,0.22305,-1.8456e-07,6.9739
6.5,4.5763e-05,-3.2875e-06,0.22305,-1.8021e-07,6.9738
